stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words,classification,confidence,method
fight-against-environmental-crime-at-a-strategic-level-through-the-strengthening-of-envicrimenet-network-of-experts-in-environmental-criminal-investig,9999.0,27,0,0.0073932092004381,0.0,fight-against-environmental-crime-at-a-strategic-level-through-the-strengthening-of-envicrimenet-network-of-experts-in-environmental-criminal-investigations,environmental,0.872,model
forest-relat,9999.0,27,0,0.0073932092004381,0.0,forest-related,environmental,0.96,model
pangasiu,9999.0,27,0,0.0073932092004381,0.0,pangasius,environmental,0.509,model
clean-air-outlook_en,9999.0,27,0,0.0073932092004381,0.0,clean-air-outlook_en,environmental,0.846,model
renewable-energy,9999.0,27,0,0.0073932092004381,0.0,renewable-energy,environmental,0.694,model
national-air-pollutant-emissions-data-view,9999.0,27,0,0.0073932092004381,0.0,national-air-pollutant-emissions-data-viewer,environmental,0.786,model
water-jet,9999.0,27,0,0.0073932092004381,0.0,water-jet,environmental,0.823,model
waste-early-warning-report_en,9999.0,27,0,0.0073932092004381,0.0,waste-early-warning-report_en,environmental,0.584,model
nutrient-sensit,9999.0,27,0,0.0073932092004381,0.0,nutrient-sensitive,environmental,0.565,model
lacton,9999.0,27,0,0.0073932092004381,0.0,"lactone, lactones",environmental,0.601,model
iroko,9999.0,27,0,0.0073932092004381,0.0,iroko,environmental,0.529,model
tripolit,9999.0,27,0,0.0073932092004381,0.0,tripolite,environmental,0.571,model
env_ac_rp,9999.0,27,0,0.0073932092004381,0.0,env_ac_rp,environmental,0.83,model
fastest-warm,9999.0,27,0,0.0073932092004381,0.0,fastest-warming,environmental,0.527,model
eper,9999.0,27,0,0.0073932092004381,0.0,eper,environmental,1.0,known_acronym
d-electricity,9999.0,27,0,0.0073932092004381,0.0,d-electricity,environmental,0.594,model
camelida,9999.0,27,0,0.0073932092004381,0.0,camelidae,environmental,0.683,model
agro-ecology,9999.0,27,0,0.0073932092004381,0.0,agro-ecology,environmental,0.997,model
organo-sulphur,9999.0,27,0,0.0073932092004381,0.0,organo-sulphur,environmental,0.886,model
dentifric,9999.0,27,0,0.0073932092004381,0.0,dentifrices,environmental,0.562,model
env_wasgen,9999.0,27,0,0.0073932092004381,0.0,env_wasgen,environmental,0.942,model
clofenotan,9999.0,27,0,0.0073932092004381,0.0,clofenotane,environmental,0.638,model
estimating-investment-needs-and-financing-capacities-water-related-investment-eu-member-states-2020-05-28_en,9999.0,27,0,0.0073932092004381,0.0,estimating-investment-needs-and-financing-capacities-water-related-investment-eu-member-states-2020-05-28_en,environmental,0.695,model
daptat,9999.0,27,0,0.0073932092004381,0.0,daptation,environmental,0.512,model
rhopilema,9999.0,27,0,0.0073932092004381,0.0,rhopilema,environmental,0.509,model
rena,9999.0,27,0,0.0073932092004381,0.0,rena,environmental,0.702,model
satec,9999.0,27,0,0.0073932092004381,0.0,satec,environmental,0.559,model
financing-natura-2000_en,9999.0,27,0,0.0073932092004381,0.0,financing-natura-2000_en,environmental,0.854,model
reducing-emissions-air-pollut,9999.0,27,0,0.0073932092004381,0.0,reducing-emissions-air-pollutants,environmental,0.866,model
eionet_rep_etcacm_2018_10_healthimplicationsnois,9999.0,26,0,0.0071193866374589,0.0,eionet_rep_etcacm_2018_10_healthimplicationsnoise,environmental,0.663,model
ethchlorvynol,9999.0,26,0,0.0071193866374589,0.0,ethchlorvynol,environmental,0.616,model
overgangsreglern,9999.0,26,0,0.0071193866374589,0.0,overgangsreglerne,environmental,0.585,model
alkuperäsääntöjen,9999.0,26,0,0.0071193866374589,0.0,alkuperäsääntöjen,environmental,0.516,model
business-and-biodiversity_en,9999.0,26,0,0.0071193866374589,0.0,business-and-biodiversity_en,environmental,0.953,model
siirtymäkauden,9999.0,26,0,0.0071193866374589,0.0,siirtymäkauden,environmental,0.532,model
squalu,9999.0,26,0,0.0071193866374589,0.0,squalus,environmental,0.77,model
e-seveso,9999.0,26,0,0.0071193866374589,0.0,e-seveso,environmental,0.734,model
cryolit,9999.0,26,0,0.0071193866374589,0.0,cryolite,environmental,0.648,model
leucit,9999.0,26,0,0.0071193866374589,0.0,leucite,environmental,0.62,model
hexafluoroalumin,9999.0,26,0,0.0071193866374589,0.0,hexafluoroaluminate,environmental,0.593,model
ciência,9999.0,26,0,0.0071193866374589,0.0,"ciência, ciências",environmental,0.64,model
geologist,9999.0,26,0,0.0071193866374589,0.0,"geologist, geologists",environmental,0.96,model
amino-resin,9999.0,26,0,0.0071193866374589,0.0,"amino-resin, amino-resins",environmental,0.51,model
water_en,9999.0,26,0,0.0071193866374589,0.0,water_en,environmental,0.813,model
dir200760ec,9999.0,26,0,0.0071193866374589,0.0,dir200760ec,environmental,0.696,model
para-med,9999.0,26,0,0.0071193866374589,0.0,para-medical,environmental,0.565,model
izcelsmi,9999.0,26,0,0.0071193866374589,0.0,izcelsmi,environmental,0.758,model
esdac,9999.0,26,0,0.0071193866374589,0.0,esdac,environmental,0.588,model
acanthia,9999.0,26,0,0.0071193866374589,0.0,acanthias,environmental,0.561,model
soakawai,9999.0,26,0,0.0071193866374589,0.0,soakaways,environmental,0.599,model
päritolureeglit,9999.0,26,0,0.0071193866374589,0.0,päritolureeglite,environmental,0.605,model
oprindels,9999.0,26,0,0.0071193866374589,0.0,oprindelse,environmental,0.505,model
fluoroalumin,9999.0,26,0,0.0071193866374589,0.0,fluoroaluminates,environmental,0.658,model
liquefy,9999.0,26,0,0.0071193866374589,0.0,"liquefy, liquefying",environmental,0.524,model
agement,9999.0,26,0,0.0071193866374589,0.0,agement,environmental,0.872,model
proximity-and-social-economy_en,9999.0,26,0,0.0071193866374589,0.0,proximity-and-social-economy_en,environmental,0.577,model
nephelin,9999.0,26,0,0.0071193866374589,0.0,nepheline,environmental,0.655,model
dibromoethan,9999.0,26,0,0.0071193866374589,0.0,dibromoethane,environmental,0.76,model
estuarin,9999.0,26,0,0.0071193866374589,0.0,estuarine,environmental,0.982,model
trans-caspian,9999.0,25,0,0.0068455640744797,0.0,trans-caspian,environmental,0.534,model
lactam,9999.0,25,0,0.0068455640744797,0.0,lactams,environmental,0.669,model
industrial-pollutant-releases-to-wat,9999.0,25,0,0.0068455640744797,0.0,industrial-pollutant-releases-to-water,environmental,0.802,model
goldbeat,9999.0,25,0,0.0068455640744797,0.0,goldbeater,environmental,0.615,model
desugar,9999.0,25,0,0.0068455640744797,0.0,desugared,environmental,0.513,model
opprinnels,9999.0,25,0,0.0068455640744797,0.0,opprinnelse,environmental,0.514,model
prelaznim,9999.0,25,0,0.0068455640744797,0.0,prelaznim,environmental,0.503,model
brackish-wat,9999.0,25,0,0.0068455640744797,0.0,brackish-water,environmental,0.615,model
national-energy-and-climate-plans-necps_en,9999.0,25,0,0.0068455640744797,0.0,national-energy-and-climate-plans-necps_en,environmental,0.893,model
hexabutadien,9999.0,25,0,0.0068455640744797,0.0,hexabutadiene,environmental,0.615,model
pentano,9999.0,25,0,0.0068455640744797,0.0,pentanoic,environmental,0.513,model
seima,9999.0,25,0,0.0068455640744797,0.0,seimas,environmental,0.598,model
hydroquinon,9999.0,25,0,0.0068455640744797,0.0,hydroquinone,environmental,0.53,model
hexabromocyclodecan,9999.0,25,0,0.0068455640744797,0.0,hexabromocyclodecane,environmental,0.605,model
novaehollandia,9999.0,25,0,0.0068455640744797,0.0,novaehollandiae,environmental,0.527,model
dinoseb,9999.0,25,0,0.0068455640744797,0.0,dinoseb,environmental,0.549,model
preflang,9999.0,25,0,0.0068455640744797,0.0,preflang,environmental,0.519,model
origjinë,9999.0,25,0,0.0068455640744797,0.0,origjinës,environmental,0.525,model
upprunareglum,9999.0,25,0,0.0068455640744797,0.0,upprunareglum,environmental,0.58,model
precious-met,9999.0,25,0,0.0068455640744797,0.0,"precious-metal, precious-metals",environmental,0.51,model
lactophosph,9999.0,25,0,0.0068455640744797,0.0,lactophosphates,environmental,0.71,model
uppruna,9999.0,25,0,0.0068455640744797,0.0,uppruna,environmental,0.52,model
eforestation-fre,9999.0,25,0,0.0068455640744797,0.0,eforestation-free,environmental,0.881,model
easme-web,9999.0,25,0,0.0068455640744797,0.0,easme-web,environmental,0.571,model
overgangsreglen,9999.0,25,0,0.0068455640744797,0.0,overgangsreglene,environmental,0.548,model
bakau,9999.0,25,0,0.0068455640744797,0.0,bakau,environmental,0.513,model
azela,9999.0,25,0,0.0068455640744797,0.0,azelaic,environmental,0.712,model
telemet,9999.0,25,0,0.0068455640744797,0.0,"telemetering, telemeters",environmental,0.586,model
polyterpen,9999.0,25,0,0.0068455640744797,0.0,polyterpenes,environmental,0.682,model
virola,9999.0,24,0,0.0065717415115005,0.0,virola,environmental,0.838,model
nitrates_en,9999.0,24,0,0.0065717415115005,0.0,nitrates_en,environmental,0.556,model
water-us,9999.0,24,0,0.0065717415115005,0.0,"water-use, water-using",environmental,0.745,model
ontwikkelingslanden,9999.0,24,0,0.0065717415115005,0.0,ontwikkelingslanden,environmental,0.562,model
visoko,9999.0,24,0,0.0065717415115005,0.0,visoko,environmental,0.503,model
spectrograph,9999.0,24,0,0.0065717415115005,0.0,spectrographs,environmental,0.682,model
bissel-bogi,9999.0,24,0,0.0065717415115005,0.0,bissel-bogies,environmental,0.522,model
methylcyclohexanon,9999.0,24,0,0.0065717415115005,0.0,methylcyclohexanones,environmental,0.601,model
phosphamidon,9999.0,24,0,0.0065717415115005,0.0,phosphamidon,environmental,0.569,model
env_ep,9999.0,24,0,0.0065717415115005,0.0,env_epe,environmental,0.952,model
azoxy-compound,9999.0,24,0,0.0065717415115005,0.0,azoxy-compounds,environmental,0.654,model
quill,9999.0,24,0,0.0065717415115005,0.0,"quill, quillings, quills",environmental,0.639,model
e-year,9999.0,24,0,0.0065717415115005,0.0,e-year,environmental,0.635,model
ontwikkel,9999.0,24,0,0.0065717415115005,0.0,ontwikkeling,environmental,0.741,model
nauk,9999.0,24,0,0.0065717415115005,0.0,"nauk, nauke",environmental,0.515,model
caracul,9999.0,24,0,0.0065717415115005,0.0,caracul,environmental,0.641,model
polyphenylen,9999.0,24,0,0.0065717415115005,0.0,polyphenylene,environmental,0.558,model
fender,9999.0,24,0,0.0065717415115005,0.0,"fendering, fenders",environmental,0.62,model
dithionit,9999.0,24,0,0.0065717415115005,0.0,"dithionite, dithionites",environmental,0.727,model
distemp,9999.0,24,0,0.0065717415115005,0.0,"distemper, distempers",environmental,0.645,model
factsheet-organic-farning_fr,9999.0,24,0,0.0065717415115005,0.0,factsheet-organic-farning_fr,environmental,0.587,model
moew,9999.0,24,0,0.0065717415115005,0.0,moew,environmental,0.506,model
monocrotopho,9999.0,24,0,0.0065717415115005,0.0,monocrotophos,environmental,0.72,model
geo-spati,9999.0,24,0,0.0065717415115005,0.0,geo-spatial,environmental,0.743,model
binapacryl,9999.0,24,0,0.0065717415115005,0.0,binapacryl,environmental,0.553,model
galloon,9999.0,24,0,0.0065717415115005,0.0,galloon,environmental,0.522,model
refueleu,9999.0,24,0,0.0065717415115005,0.0,refueleu,environmental,0.531,model
pecten,9999.0,24,0,0.0065717415115005,0.0,pecten,environmental,0.524,model
kieserit,9999.0,24,0,0.0065717415115005,0.0,kieserite,environmental,0.585,model
water-depend,9999.0,24,0,0.0065717415115005,0.0,"water-dependant, water-dependent",environmental,0.912,model
eco-driv,9999.0,24,0,0.0065717415115005,0.0,eco-driving,environmental,0.995,model
curtea,9999.0,24,0,0.0065717415115005,0.0,curtea,environmental,0.608,model
watertub,9999.0,24,0,0.0065717415115005,0.0,watertube,environmental,0.763,model
eiderdown,9999.0,24,0,0.0065717415115005,0.0,"eiderdown, eiderdowns",environmental,0.622,model
energinet,9999.0,24,0,0.0065717415115005,0.0,"energinet, energinets",environmental,0.97,model
antifoul,9999.0,24,0,0.0065717415115005,0.0,"antifoul, antifoulant, antifoulants, antifouling",environmental,0.51,model
hydrogen-bas,9999.0,24,0,0.0065717415115005,0.0,hydrogen-based,environmental,0.571,model
trisulphid,9999.0,23,0,0.0062979189485213,0.0,"trisulphide, trisulphides",environmental,0.639,model
curbston,9999.0,23,0,0.0062979189485213,0.0,curbstones,environmental,0.52,model
gutta-percha,9999.0,23,0,0.0062979189485213,0.0,gutta-percha,environmental,0.569,model
massicot,9999.0,23,0,0.0062979189485213,0.0,massicot,environmental,0.762,model
ensino,9999.0,23,0,0.0062979189485213,0.0,ensino,environmental,0.606,model
antipyrin,9999.0,23,0,0.0062979189485213,0.0,antipyrin,environmental,0.681,model
cropper,9999.0,23,0,0.0062979189485213,0.0,croppers,environmental,0.714,model
anti-oxidis,9999.0,23,0,0.0062979189485213,0.0,anti-oxidising,environmental,0.699,model
tuke,9999.0,23,0,0.0062979189485213,0.0,"tuke, tukes",environmental,0.52,model
collod,9999.0,23,0,0.0062979189485213,0.0,"collodion, collodions",environmental,0.739,model
phenazon,9999.0,23,0,0.0062979189485213,0.0,phenazone,environmental,0.548,model
infocentr,9999.0,23,0,0.0062979189485213,0.0,infocentre,environmental,0.699,model
arbet,9999.0,23,0,0.0062979189485213,0.0,"arbete, arbets",environmental,0.649,model
energy-consum,9999.0,23,0,0.0062979189485213,0.0,energy-consuming,environmental,0.555,model
drogowego,9999.0,23,0,0.0062979189485213,0.0,drogowego,environmental,0.544,model
geologiska,9999.0,23,0,0.0062979189485213,0.0,geologiska,environmental,0.964,model
dehydrocortison,9999.0,23,0,0.0062979189485213,0.0,dehydrocortisone,environmental,0.572,model
fluoroacetamid,9999.0,23,0,0.0062979189485213,0.0,fluoroacetamide,environmental,0.56,model
epsomit,9999.0,23,0,0.0062979189485213,0.0,epsomite,environmental,0.694,model
conservatoir,9999.0,23,0,0.0062979189485213,0.0,"conservatoire, conservatoires",environmental,0.658,model
waterbas,9999.0,23,0,0.0062979189485213,0.0,"waterbase, waterbased",environmental,0.953,model
esculentu,9999.0,23,0,0.0062979189485213,0.0,esculentus,environmental,0.745,model
metasil,9999.0,23,0,0.0062979189485213,0.0,metasilicates,environmental,0.605,model
conservarea,9999.0,23,0,0.0062979189485213,0.0,conservarea,environmental,0.874,model
chlorobenzil,9999.0,23,0,0.0062979189485213,0.0,chlorobenzilate,environmental,0.642,model
urfac,9999.0,23,0,0.0062979189485213,0.0,"urface, urfaces",environmental,0.602,model
self-discharg,9999.0,23,0,0.0062979189485213,0.0,"self-discharge, self-discharging",environmental,0.548,model
chionoecet,9999.0,23,0,0.0062979189485213,0.0,chionoecetes,environmental,0.935,model
groundwater-depend,9999.0,23,0,0.0062979189485213,0.0,groundwater-dependent,environmental,0.884,model
off-grid,9999.0,23,0,0.0062979189485213,0.0,off-grid,environmental,0.656,model
sailboat,9999.0,23,0,0.0062979189485213,0.0,"sailboat, sailboats",environmental,0.528,model
environmentally-relat,9999.0,23,0,0.0062979189485213,0.0,environmentally-related,environmental,0.982,model
carbon-rich,9999.0,23,0,0.0062979189485213,0.0,carbon-rich,environmental,0.609,model
sportu,9999.0,23,0,0.0062979189485213,0.0,sportu,environmental,0.577,model
sulphonyl,9999.0,23,0,0.0062979189485213,0.0,sulphonyl,environmental,0.623,model
roundwat,9999.0,23,0,0.0062979189485213,0.0,roundwater,environmental,0.774,model
grapnel,9999.0,23,0,0.0062979189485213,0.0,grapnels,environmental,0.584,model
agri-environmental-clim,9999.0,23,0,0.0062979189485213,0.0,agri-environmental-climate,environmental,0.983,model
biodiversity-rich,9999.0,23,0,0.0062979189485213,0.0,biodiversity-rich,environmental,0.952,model
inkomen,9999.0,23,0,0.0062979189485213,0.0,inkomen,environmental,0.594,model
fireclai,9999.0,23,0,0.0062979189485213,0.0,"fireclay, fireclays",environmental,0.815,model
ocuparea,9999.0,23,0,0.0062979189485213,0.0,ocuparea,environmental,0.762,model
transportairhealth,9999.0,23,0,0.0062979189485213,0.0,transportairhealth,environmental,0.523,model
heat-shrink,9999.0,23,0,0.0062979189485213,0.0,"heat-shrink, heat-shrinkable",environmental,0.507,model
pastoralist,9999.0,23,0,0.0062979189485213,0.0,"pastoralist, pastoralists",environmental,0.601,model
tweezer,9999.0,23,0,0.0062979189485213,0.0,tweezers,environmental,0.694,model
cupel,9999.0,23,0,0.0062979189485213,0.0,"cupellation, cupels",environmental,0.563,model
wateronlin,9999.0,23,0,0.0062979189485213,0.0,wateronline,environmental,0.814,model
eusdr,9999.0,23,0,0.0062979189485213,0.0,eusdr,environmental,0.865,model
energetski,9999.0,23,0,0.0062979189485213,0.0,energetski,environmental,0.919,model
dehydrohydrocortison,9999.0,23,0,0.0062979189485213,0.0,dehydrohydrocortisone,environmental,0.569,model
paralithod,9999.0,23,0,0.0062979189485213,0.0,paralithodes,environmental,0.672,model
roundwood,9999.0,23,0,0.0062979189485213,0.0,roundwood,environmental,0.522,model
overgraz,9999.0,23,0,0.0062979189485213,0.0,overgrazing,environmental,0.821,model
metodik,9999.0,22,0,0.0060240963855421,0.0,metodik,environmental,0.666,model
climate-sensit,9999.0,22,0,0.0060240963855421,0.0,climate-sensitive,environmental,0.894,model
coal-bas,9999.0,22,0,0.0060240963855421,0.0,coal-based,environmental,0.751,model
ecoreg,9999.0,22,0,0.0060240963855421,0.0,"ecoregion, ecoregions",environmental,0.991,model
land-degrad,9999.0,22,0,0.0060240963855421,0.0,land-degradation,environmental,0.737,model
phosphorothio,9999.0,22,0,0.0060240963855421,0.0,"phosphorothioate, phosphorothioates",environmental,0.723,model
oleohydraul,9999.0,22,0,0.0060240963855421,0.0,oleohydraulic,environmental,0.606,model
fiskeriverket,9999.0,22,0,0.0060240963855421,0.0,fiskeriverket,environmental,0.506,model
acetamidobenzo,9999.0,22,0,0.0060240963855421,0.0,acetamidobenzoic,environmental,0.516,model
eumetsat,9999.0,22,0,0.0060240963855421,0.0,eumetsat,environmental,0.959,model
meteorologiska,9999.0,22,0,0.0060240963855421,0.0,meteorologiska,environmental,0.935,model
palustri,9999.0,22,0,0.0060240963855421,0.0,palustris,environmental,0.582,model
urein,9999.0,22,0,0.0060240963855421,0.0,ureines,environmental,0.693,model
ferry-boat,9999.0,22,0,0.0060240963855421,0.0,ferry-boats,environmental,0.521,model
muséum,9999.0,22,0,0.0060240963855421,0.0,muséum,environmental,0.629,model
ibo,9999.0,22,0,0.0060240963855421,0.0,"ibo, iboe, ibos",environmental,0.532,model
de-carbonis,9999.0,22,0,0.0060240963855421,0.0,"de-carbonisation, de-carbonise, de-carbonised, de-carbonising",environmental,0.759,model
savi,9999.0,22,0,0.0060240963855421,0.0,savi,environmental,0.528,model
curler,9999.0,22,0,0.0060240963855421,0.0,curlers,environmental,0.699,model
inspektsioon,9999.0,22,0,0.0060240963855421,0.0,inspektsioon,environmental,0.517,model
arbetsliv,9999.0,22,0,0.0060240963855421,0.0,arbetsliv,environmental,0.818,model
